Filename
"Ocean Colour Scene - The Riverboat Song"
"Olly Murs - Dance With Me Tonight"
"Olly Murs - Wrapped Up (feat. Travie McCoy)"
"OMI - Cheerleader (Felix Jaehn Remix) (feat. Nicky Jam)"
"On The Floor - Jennifer Lopez (Feat. Pitbull) Clean Version"
"OneRepublic - Counting Stars"
"OneRepublic - I Ain't Worried"
"Otis Redding - Merry Christmas Baby"
"Outkast - Hey Ya!"
"P!NK - Get the Party Started"
"Panic! At The Disco - High Hopes"
"Percy Sledge - Christmas Wish (aka My Christmas Wish for You)"
"Peter Andre - Mysterious Girl (Radio Edit)"
"Pharrell Williams - Happy (Video)"
"Phil Collins - In the Air Tonight"
"Pitbull - Fireball (feat. John Ryan)"
"Placebo - Every You Every Me (Single Mix; 2004 Remastered Version)"
"Poison - Every Rose Has Its Thorn"
"Portugal. The Man - Feel It Still"
"Post Malone & Swae Lee - Sunflower (From Spider-Man_ Into the Spider-Verse)"
"Professor Green - Just Be Good To Green (feat. Lily Allen)"
"Pulp - Common People (Full Length Version)"
"Pulp - Disco 2000 (7 Mix)"
"Queen - A Kind Of Magic"
"Queen - Crazy Little Thing Called Love"
"Queen - Don't Stop Me Now"
"Queen - We Will Rock You (Movie Mix)"
"R.E.M. - It's The End Of The World As We Know It (And I Feel Fine)"
"R3HAB & A Touch Of Class - All Around The World (La La La)"
"Razorlight - America"
"Rednex - Cotton Eye Joe"
"Reef - Place Your Hands"
"Rema & Selena Gomez - Calm Down"
"Rick Astley - Never Gonna Give You Up"
"Ricky Martin - Livin' La Vida Loca"
"Rihanna & Calvin Harris - We Found Love"
"Robbie Williams - Rock DJ"
"Robert Palmer - Addicted To Love"
"Rudimental & Karen Harding - Bring Me Joy (Freaks & Geeks Remix)"
"RUN-DMC - It's Like That"
"S Club - Bring It All Back"
"S Club - Don't Stop Movin' Radio Edit"
"S Club 7_ Reach for the Stars - lyrics"
"Sabrina Carpenter - Espresso"
"SAINt JHN - Roses (Imanbek Remix)"
"Salt-N-Pepa - Shoop"
"Sandi Thom - I Wish I Was A Punkrocker"
"Santana - Smooth (Stereo) (feat. Rob Thomas)"
"Savage Garden - I Want You"
"Shaboozey - A Bar Song (Tipsy)"
"Shakira - Whenever, Wherever"
"Sham Rock-Tell Me Ma (with lyrics)"
"Shania Twain - Man! I Feel Like A Woman"
"Shania Twain - That Don't Impress Me Much"
"Shawn Mendes & Camila Cabello - Señorita"
"Shawn Mendes - There's Nothing Holdin' Me Back"
"Shrek 2 Soundtrack   14. Jennifer Saunders - Holding Out For a Hero"
"Sia - Santa's Coming For Us"
"Sia - Snowman"
"Smash Mouth - Walkin' On The Sun"
"Sofia Reyes & Brett Eldredge - Baby, It's Cold Outside"
"Solomon Burke - Presents For Christmas"
"Sophie Ellis Bextor - Murder On The Dancefloor (Lyrics)"
"Spice Girls - Stop"
"Spice Girls - Wannabe"
"Starship - Nothing's Gonna Stop Us Now"
"Starship - We Built This City"
"Stealers Wheel - Stuck In The Middle With You"
"Stephen Sanchez - Until I Found You"
"Stereophonics - Dakota"
"Stereophonics - Have A Nice Day"
"Stevie Wonder - Superstition"
"Straight No Chaser - Little Saint Nick"
"Straight No Chaser - Wonderful Christmastime (feat. Paul McCartney)"
"T. Rex - Get It On"
"t.A.T.u. - All The Things She Said"
"Taio Cruz - Dynamite"
"Take That - Rule The World Band Version"
"Taylor Swift - Love Story"
"Taylor Swift - Lover (Remix) (feat. Shawn Mendes)"
"Taylor Swift - Shake It Off"
"The B-52's - Love Shack (1989)"
"The Bangles - Walk Like an Egyptian"
"The Beatles - All You Need Is Love"
"The Black Eyed Peas - I Gotta Feeling"
"The Boy Least Likely To - it Will Still be Christmas"
"The Cardigans - Lovefool"
"The Chainsmokers & Coldplay - Something Just Like This"
"The Charlatans - The Only One I Know"
"The Chemical Brothers - Hey Boy Hey Girl"
"The Communards & Sarah Jane Morris - Don't Leave Me This Way"
"The Cranberries - Dreams"
"The Cranberries - Zombie"
"The Darkness - Christmas Time (Don't Let the Bells End)"
"The Darkness - I Believe in a Thing Called Love (Single Version)"
"The Drifters - White Christmas"
"The Emotions - Best of My Love"
"The Feeling - Love It When You Call"
"The Human League - Don't You Want Me"
"The Killers - Mr. Brightside"
"The Killers - Somebody Told Me"
"The Offspring - Pretty Fly (For A White Guy)"
"The Pogues - Fairytale of New York (feat. Kirsty MacColl)"
"The Police - Every Little Thing She Does Is Magic"
"The Police - Roxanne"
"The Pretenders - 2000 Miles"
"The Ronettes - Sleigh Ride"
"The Tamperer Feat. Maya - Feel It   1998 HQ"
"The Tenors - Feliz Navidad"
"The Tenors - I've Got My Love to Keep Me Warm"
"The Tenors - Rudolph the Red-Nosed Reindeer"
"The Weeknd - Blinding Lights"
"The Who - My Generation"
"The Wonder Stuff - The Size Of A Cow"
"The Woolpackers - Hillbilly Rock, Hillbilly Roll ('97 Remix)"
"Timber - Pitbull ft. Ke$ha (Clean)"
"Tina Turner - The Best (2021 Remaster)"
"Tom Gaebel - Here Comes Santa Claus(feat. The Tenors)"
"Tom Gaebel - Last Christmas"
"Tones And I - Dance Monkey"
"Tony Christie - Amarillo"
"Toploader - Dancin' in the Moonlight"
"Toto - Africa"
"Travis - Flowers In The Window"
"twenty one pilots - Christmas Saves The Year"
"U2 - Beautiful Day"
"U2 - With Or Without You"
"Uptown Girl Westlife Lyrics"
"Usher - OMG (feat. will.i.am)"
"Van Halen - Jump"
"Wham! - Last Christmas"
"Wheatus - Teenage Dirtbag"
"Whigfield - Saturday Night"
"Whitney Houston - I Wanna Dance with Somebody (Who Loves Me)"
"will.i.am - Scream & Shout (feat. Britney Spears)"
"Wizzard - I Wish It Could Be Christmas Everyday"
